route,current_garage,day_type,lagged_total_precip,lagged_avg_temp,year,month,lagged_avg_riders,season,num_unique_stops,num_unique_stops_with_shelter,covid,avg_riders
1,Ross,SAT.,3.43,33.6,2017,1,,Winter,224.0,17.0,0,969.5
1,Ross,SAT.,3.54,34.6,2017,2,969.5,Winter,224.0,17.0,0,1238.75
1,Ross,SAT.,1.46,40.6,2017,3,1238.75,Spring,224.0,17.0,0,1178.25
1,Ross,SAT.,5.02,39.9,2017,4,1178.25,Spring,224.0,17.0,0,1285.2
1,Ross,SAT.,3.54,57.3,2017,5,1285.2,Spring,224.0,17.0,0,1235.5
1,Ross,SAT.,5.15,60.6,2017,6,1235.5,Summer,224.0,17.0,0,1375.0
1,Ross,SAT.,3.78,69.7,2017,7,1375.0,Summer,224.0,17.0,0,1361.2
1,Ross,SAT.,6.42,73.7,2017,8,1361.2,Summer,224.0,17.0,0,1351.75
1,Ross,SAT.,2.63,70.3,2017,9,1351.75,Fall,224.0,17.0,0,1413.4
1,Ross,SAT.,0.58,66.4,2017,10,1413.4,Fall,224.0,17.0,0,1354.75
1,Ross,SAT.,4.11,58.0,2017,11,1354.75,Fall,224.0,17.0,0,1099.75
1,Ross,SAT.,4.15,42.0,2017,12,1099.75,Winter,224.0,17.0,0,1237.6
1,Ross,SAT.,1.77,30.6,2018,1,1237.6,Winter,224.0,17.0,0,991.25
1,Ross,SAT.,4.28,25.6,2018,2,991.25,Winter,224.0,17.0,0,1229.25
1,Ross,SAT.,7.04,38.8,2018,3,1229.25,Spring,224.0,17.0,0,1159.0
1,Ross,SAT.,2.96,34.8,2018,4,1159.0,Spring,224.0,17.0,0,1288.0
1,Ross,SAT.,4.43,46.3,2018,5,1288.0,Spring,224.0,17.0,0,1410.0
1,Ross,SAT.,2.83,69.0,2018,6,1410.0,Summer,224.0,17.0,0,1173.2
1,Ross,SAT.,6.1,70.8,2018,7,1173.2,Summer,224.0,17.0,0,1090.75
1,Ross,SAT.,3.96,73.5,2018,8,1090.75,Summer,224.0,17.0,0,1429.0
1,Ross,SAT.,4.53,73.0,2018,9,1429.0,Fall,224.0,17.0,0,1295.8
1,Ross,SAT.,8.5,69.7,2018,10,1295.8,Fall,224.0,17.0,0,1307.5
1,Ross,SAT.,3.59,53.4,2018,11,1307.5,Fall,224.0,17.0,0,1086.75
1,Ross,SAT.,4.57,37.3,2018,12,1086.75,Winter,224.0,17.0,0,1207.4
1,Ross,SAT.,4.29,34.9,2019,1,1207.4,Winter,224.0,17.0,0,1080.25
1,Ross,SAT.,3.06,27.5,2019,2,1080.25,Winter,224.0,17.0,0,1110.5
1,Ross,SAT.,3.97,33.9,2019,3,1110.5,Spring,224.0,17.0,0,1240.8
1,Ross,SAT.,2.37,36.7,2019,4,1240.8,Spring,224.0,17.0,0,1335.75
1,Ross,SAT.,3.44,54.0,2019,5,1335.75,Spring,224.0,17.0,0,1430.5
1,Ross,SAT.,5.96,64.0,2019,6,1430.5,Summer,224.0,17.0,0,1404.0
1,Ross,SAT.,6.42,68.3,2019,7,1404.0,Summer,224.0,17.0,0,1421.75
1,Ross,SAT.,6.92,75.0,2019,8,1421.75,Summer,224.0,17.0,0,1427.8
1,Ross,SAT.,2.45,71.9,2019,9,1427.8,Fall,224.0,17.0,0,1413.75
1,Ross,SAT.,5.34,69.0,2019,10,1413.75,Fall,224.0,17.0,0,1334.75
1,Ross,SAT.,7.19,56.2,2019,11,1334.75,Fall,224.0,17.0,0,1310.6
1,Ross,SAT.,1.65,37.7,2019,12,1310.6,Winter,224.0,17.0,0,1171.5
1,Ross,SAT.,3.52,35.4,2020,1,1171.5,Winter,224.0,17.0,0,1195.5
1,Ross,SAT.,3.69,35.2,2020,2,1195.5,Winter,224.0,17.0,0,1226.2
1,Ross,SAT.,3.3,33.6,2020,3,1226.2,Spring,224.0,17.0,1,846.75
1,Ross,SAT.,4.83,45.6,2020,4,846.75,Spring,224.0,17.0,1,688.0
1,Ross,SAT.,2.3,47.6,2020,5,688.0,Spring,224.0,17.0,1,819.2
1,Ross,SAT.,2.19,58.2,2020,6,819.2,Summer,224.0,17.0,1,990.0
1,Ross,SAT.,2.3,70.0,2020,7,990.0,Summer,224.0,17.0,1,767.333333333333
1,Ross,SAT.,3.1,77.3,2020,8,767.333333333333,Summer,224.0,17.0,1,759.4
1,Ross,SAT.,5.57,73.2,2020,9,759.4,Fall,224.0,17.0,1,813.25
1,Ross,SAT.,0.92,64.6,2020,10,813.25,Fall,224.0,17.0,1,784.6
1,Ross,SAT.,3.29,54.0,2020,11,784.6,Fall,224.0,17.0,1,798.75
1,Ross,SAT.,2.02,46.6,2020,12,798.75,Winter,224.0,17.0,1,707.75
1,Ross,SAT.,3.53,33.5,2021,1,707.75,Winter,224.0,17.0,1,732.4
1,Ross,SAT.,2.27,30.3,2021,2,732.4,Winter,224.0,17.0,1,753.25
1,Ross,SAT.,2.82,27.6,2021,3,753.25,Spring,224.0,17.0,1,868.75
1,Ross,SAT.,3.88,44.8,2021,4,868.75,Spring,224.0,17.0,1,1019.75
1,Ross,SAT.,2.67,51.3,2021,5,1019.75,Spring,224.0,17.0,1,1031.0
1,Ross,SAT.,3.09,58.5,2021,6,1031.0,Summer,224.0,17.0,1,1161.75
1,Ross,SAT.,4.29,71.2,2021,7,1161.75,Summer,224.0,17.0,0,1062.4
1,Ross,SAT.,3.0,72.5,2021,8,1062.4,Summer,224.0,17.0,0,1148.5
1,Ross,SAT.,6.41,74.4,2021,9,1148.5,Fall,224.0,17.0,0,1068.0
1,Ross,SAT.,3.93,66.3,2021,10,1068.0,Fall,224.0,17.0,0,1020.8
1,Ross,SAT.,3.84,59.5,2021,11,1020.8,Fall,224.0,17.0,0,937.0
1,Ross,SAT.,0.88,40.5,2021,12,937.0,Winter,224.0,17.0,0,930.666666666667
1,Ross,SAT.,3.45,40.9,2022,1,930.666666666667,Winter,224.0,17.0,0,827.5
1,Ross,SAT.,2.99,23.6,2022,2,827.5,Winter,224.0,17.0,0,896.5
1,Ross,SAT.,5.1,31.9,2022,3,896.5,Spring,224.0,17.0,0,1132.5
1,Ross,SAT.,3.31,42.7,2022,4,1132.5,Spring,224.0,17.0,0,1105.0
1,Ross,SAT.,3.23,48.9,2022,5,1105.0,Spring,224.0,17.0,0,1236.25
1,Ross,SAT.,5.03,62.8,2022,6,1236.25,Summer,224.0,17.0,0,1337.75
1,Ross,SAT.,3.0,69.6,2022,7,1337.75,Summer,224.0,17.0,0,1224.2
1,Ross,SAT.,3.59,74.2,2022,8,1224.2,Summer,224.0,17.0,0,1181.75
1,Ross,SAT.,3.39,72.1,2022,9,1181.75,Fall,224.0,17.0,0,1270.5
1,Ross,SAT.,5.15,64.3,2022,10,1270.5,Fall,224.0,17.0,0,1181.8
1,Ross,SAT.,1.76,50.7,2022,11,1181.8,Fall,224.0,17.0,0,1035.5
1,Ross,SAT.,4.0,44.3,2022,12,1035.5,Winter,224.0,17.0,0,909.2
1,Ross,SAT.,1.76,33.0,2023,1,909.2,Winter,224.0,17.0,0,953.0
1,Ross,SAT.,4.02,36.9,2023,2,953.0,Winter,224.0,17.0,0,1010.0
1,Ross,SAT.,1.54,39.7,2023,3,1010.0,Spring,224.0,17.0,0,1049.75
1,Ross,SAT.,2.93,40.0,2023,4,1049.75,Spring,224.0,17.0,0,1066.6
1,Ross,SAT.,2.18,52.8,2023,5,1066.6,Spring,224.0,17.0,0,1139.5
1,Ross,SAT.,1.73,59.3,2023,6,1139.5,Summer,224.0,17.0,0,1251.5
1,Ross,SAT.,3.76,66.5,2023,7,1251.5,Summer,224.0,17.0,0,1150.2
1,Ross,SAT.,4.68,73.9,2023,8,1150.2,Summer,224.0,17.0,0,1111.5
1,Ross,SAT.,2.71,72.4,2023,9,1111.5,Fall,224.0,17.0,0,1206.4
1,Ross,SAT.,1.83,67.6,2023,10,1206.4,Fall,224.0,17.0,0,1106.75
1,Ross,SAT.,2.6,57.0,2023,11,1106.75,Fall,224.0,17.0,0,985.5
1,Ross,SAT.,1.82,43.5,2023,12,985.5,Winter,224.0,17.0,0,1008.2
1,Ross,SAT.,2.8,42.7,2024,1,1008.2,Winter,224.0,17.0,0,791.75
1,Ross,SAT.,5.28,33.0,2024,2,791.75,Winter,224.0,17.0,0,908.5
1,Ross,SAT.,1.76,39.5,2024,3,908.5,Spring,224.0,17.0,0,971.0
1,Ross,SAT.,3.25,46.6,2024,4,971.0,Spring,224.0,17.0,0,1058.5
1,Ross,SAT.,7.93,56.9,2024,5,1058.5,Spring,224.0,17.0,0,1101.75
1,Ross,SAT.,5.61,66.5,2024,6,1101.75,Summer,224.0,17.0,0,1155.6
1,Ross,SAT.,2.5,72.8,2024,7,1155.6,Summer,224.0,17.0,0,1210.75
1,Ross,SAT.,3.17,76.5,2024,8,1210.75,Summer,224.0,17.0,0,1089.4
1,Ross,SAT.,5.12,73.8,2024,9,1089.4,Fall,224.0,17.0,0,1181.25
1,Ross,SAT.,1.9,69.4,2024,10,1181.25,Fall,224.0,17.0,0,1100.75
1,Ross,SUN.,3.43,33.6,2017,1,,Winter,224.0,17.0,0,737.4
1,Ross,SUN.,3.54,34.6,2017,2,737.4,Winter,224.0,17.0,0,883.75
1,Ross,SUN.,1.46,40.6,2017,3,883.75,Spring,224.0,17.0,0,819.5
1,Ross,SUN.,5.02,39.9,2017,4,819.5,Spring,224.0,17.0,0,872.4
1,Ross,SUN.,3.54,57.3,2017,5,872.4,Spring,224.0,17.0,0,912.8
1,Ross,SUN.,5.15,60.6,2017,6,912.8,Summer,224.0,17.0,0,853.5
1,Ross,SUN.,3.78,69.7,2017,7,853.5,Summer,224.0,17.0,0,1026.0
1,Ross,SUN.,6.42,73.7,2017,8,1026.0,Summer,224.0,17.0,0,1019.0
1,Ross,SUN.,2.63,70.3,2017,9,1019.0,Fall,224.0,17.0,0,1040.2
1,Ross,SUN.,0.58,66.4,2017,10,1040.2,Fall,224.0,17.0,0,958.0
1,Ross,SUN.,4.11,58.0,2017,11,958.0,Fall,224.0,17.0,0,850.2
1,Ross,SUN.,4.15,42.0,2017,12,850.2,Winter,224.0,17.0,0,811.0
1,Ross,SUN.,1.77,30.6,2018,1,811.0,Winter,224.0,17.0,0,744.8
1,Ross,SUN.,4.28,25.6,2018,2,744.8,Winter,224.0,17.0,0,957.25
1,Ross,SUN.,7.04,38.8,2018,3,957.25,Spring,224.0,17.0,0,886.75
1,Ross,SUN.,2.96,34.8,2018,4,886.75,Spring,224.0,17.0,0,917.6
1,Ross,SUN.,4.43,46.3,2018,5,917.6,Spring,224.0,17.0,0,949.0
1,Ross,SUN.,2.83,69.0,2018,6,949.0,Summer,224.0,17.0,0,929.75
1,Ross,SUN.,6.1,70.8,2018,7,929.75,Summer,224.0,17.0,0,985.333333333333
1,Ross,SUN.,3.96,73.5,2018,8,985.333333333333,Summer,224.0,17.0,0,1110.75
1,Ross,SUN.,4.53,73.0,2018,9,1110.75,Fall,224.0,17.0,0,984.833333333333
1,Ross,SUN.,8.5,69.7,2018,10,984.833333333333,Fall,224.0,17.0,0,990.25
1,Ross,SUN.,3.59,53.4,2018,11,990.25,Fall,224.0,17.0,0,909.4
1,Ross,SUN.,4.57,37.3,2018,12,909.4,Winter,224.0,17.0,0,895.666666666667
1,Ross,SUN.,4.29,34.9,2019,1,895.666666666667,Winter,224.0,17.0,0,796.8
1,Ross,SUN.,3.06,27.5,2019,2,796.8,Winter,224.0,17.0,0,915.75
1,Ross,SUN.,3.97,33.9,2019,3,915.75,Spring,224.0,17.0,0,885.6
1,Ross,SUN.,2.37,36.7,2019,4,885.6,Spring,224.0,17.0,0,881.5
1,Ross,SUN.,3.44,54.0,2019,5,881.5,Spring,224.0,17.0,0,997.6
1,Ross,SUN.,5.96,64.0,2019,6,997.6,Summer,224.0,17.0,0,1040.4
1,Ross,SUN.,6.42,68.3,2019,7,1040.4,Summer,224.0,17.0,0,1067.4
1,Ross,SUN.,6.92,75.0,2019,8,1067.4,Summer,224.0,17.0,0,1048.5
1,Ross,SUN.,2.45,71.9,2019,9,1048.5,Fall,224.0,17.0,0,1000.16666666667
1,Ross,SUN.,5.34,69.0,2019,10,1000.16666666667,Fall,224.0,17.0,0,1017.75
1,Ross,SUN.,7.19,56.2,2019,11,1017.75,Fall,224.0,17.0,0,883.2
1,Ross,SUN.,1.65,37.7,2019,12,883.2,Winter,224.0,17.0,0,897.0
1,Ross,SUN.,3.52,35.4,2020,1,897.0,Winter,224.0,17.0,0,875.4
1,Ross,SUN.,3.69,35.2,2020,2,875.4,Winter,224.0,17.0,0,969.75
1,Ross,SUN.,3.3,33.6,2020,3,969.75,Spring,224.0,17.0,1,770.6
1,Ross,SUN.,4.83,45.6,2020,4,770.6,Spring,224.0,17.0,1,499.0
1,Ross,SUN.,2.3,47.6,2020,5,499.0,Spring,224.0,17.0,1,659.0
1,Ross,SUN.,2.19,58.2,2020,6,659.0,Summer,224.0,17.0,1,736.75
1,Ross,SUN.,2.3,70.0,2020,7,736.75,Summer,224.0,17.0,1,598.8
1,Ross,SUN.,3.1,77.3,2020,8,598.8,Summer,224.0,17.0,1,617.6
1,Ross,SUN.,5.57,73.2,2020,9,617.6,Fall,224.0,17.0,1,630.0
1,Ross,SUN.,0.92,64.6,2020,10,630.0,Fall,224.0,17.0,1,574.75
1,Ross,SUN.,3.29,54.0,2020,11,574.75,Fall,224.0,17.0,1,540.166666666667
1,Ross,SUN.,2.02,46.6,2020,12,540.166666666667,Winter,224.0,17.0,1,483.2
1,Ross,SUN.,3.53,33.5,2021,1,483.2,Winter,224.0,17.0,1,532.0
1,Ross,SUN.,2.27,30.3,2021,2,532.0,Winter,224.0,17.0,1,542.25
1,Ross,SUN.,2.82,27.6,2021,3,542.25,Spring,224.0,17.0,1,635.25
1,Ross,SUN.,3.88,44.8,2021,4,635.25,Spring,224.0,17.0,1,706.75
1,Ross,SUN.,2.67,51.3,2021,5,706.75,Spring,224.0,17.0,1,765.666666666667
1,Ross,SUN.,3.09,58.5,2021,6,765.666666666667,Summer,224.0,17.0,1,787.75
1,Ross,SUN.,4.29,71.2,2021,7,787.75,Summer,224.0,17.0,0,775.0
1,Ross,SUN.,3.0,72.5,2021,8,775.0,Summer,224.0,17.0,0,773.6
1,Ross,SUN.,6.41,74.4,2021,9,773.6,Fall,224.0,17.0,0,848.2
1,Ross,SUN.,3.93,66.3,2021,10,848.2,Fall,224.0,17.0,0,810.0
1,Ross,SUN.,3.84,59.5,2021,11,810.0,Fall,224.0,17.0,0,614.6
1,Ross,SUN.,0.88,40.5,2021,12,614.6,Winter,224.0,17.0,0,637.0
1,Ross,SUN.,3.45,40.9,2022,1,637.0,Winter,224.0,17.0,0,629.833333333333
1,Ross,SUN.,2.99,23.6,2022,2,629.833333333333,Winter,224.0,17.0,0,731.25
1,Ross,SUN.,5.1,31.9,2022,3,731.25,Spring,224.0,17.0,0,776.75
1,Ross,SUN.,3.31,42.7,2022,4,776.75,Spring,224.0,17.0,0,730.25
1,Ross,SUN.,3.23,48.9,2022,5,730.25,Spring,224.0,17.0,0,787.5
1,Ross,SUN.,5.03,62.8,2022,6,787.5,Summer,224.0,17.0,0,895.5
1,Ross,SUN.,3.0,69.6,2022,7,895.5,Summer,224.0,17.0,0,898.166666666667
1,Ross,SUN.,3.59,74.2,2022,8,898.166666666667,Summer,224.0,17.0,0,868.5
1,Ross,SUN.,3.39,72.1,2022,9,868.5,Fall,224.0,17.0,0,955.4
1,Ross,SUN.,5.15,64.3,2022,10,955.4,Fall,224.0,17.0,0,967.0
1,Ross,SUN.,1.76,50.7,2022,11,967.0,Fall,224.0,17.0,0,809.2
1,Ross,SUN.,4.0,44.3,2022,12,809.2,Winter,224.0,17.0,0,731.5
1,Ross,SUN.,1.76,33.0,2023,1,731.5,Winter,224.0,17.0,0,796.8
1,Ross,SUN.,4.02,36.9,2023,2,796.8,Winter,224.0,17.0,0,864.75
1,Ross,SUN.,1.54,39.7,2023,3,864.75,Spring,224.0,17.0,0,850.0
1,Ross,SUN.,2.93,40.0,2023,4,850.0,Spring,224.0,17.0,0,885.4
1,Ross,SUN.,2.18,52.8,2023,5,885.4,Spring,224.0,17.0,0,956.2
1,Ross,SUN.,1.73,59.3,2023,6,956.2,Summer,224.0,17.0,0,945.75
1,Ross,SUN.,3.76,66.5,2023,7,945.75,Summer,224.0,17.0,0,948.833333333333
1,Ross,SUN.,4.68,73.9,2023,8,948.833333333333,Summer,224.0,17.0,0,968.5
1,Ross,SUN.,2.71,72.4,2023,9,968.5,Fall,224.0,17.0,0,947.6
1,Ross,SUN.,1.83,67.6,2023,10,947.6,Fall,224.0,17.0,0,923.0
1,Ross,SUN.,2.6,57.0,2023,11,923.0,Fall,224.0,17.0,0,708.6
1,Ross,SUN.,1.82,43.5,2023,12,708.6,Winter,224.0,17.0,0,652.333333333333
1,Ross,SUN.,2.8,42.7,2024,1,652.333333333333,Winter,224.0,17.0,0,637.2
1,Ross,SUN.,5.28,33.0,2024,2,637.2,Winter,224.0,17.0,0,756.5
1,Ross,SUN.,1.76,39.5,2024,3,756.5,Spring,224.0,17.0,0,746.8
1,Ross,SUN.,3.25,46.6,2024,4,746.8,Spring,224.0,17.0,0,866.75
1,Ross,SUN.,7.93,56.9,2024,5,866.75,Spring,224.0,17.0,0,911.6
1,Ross,SUN.,5.61,66.5,2024,6,911.6,Summer,224.0,17.0,0,897.6
1,Ross,SUN.,2.5,72.8,2024,7,897.6,Summer,224.0,17.0,0,917.0
1,Ross,SUN.,3.17,76.5,2024,8,917.0,Summer,224.0,17.0,0,886.0
1,Ross,SUN.,5.12,73.8,2024,9,886.0,Fall,224.0,17.0,0,918.0
1,Ross,SUN.,1.9,69.4,2024,10,918.0,Fall,224.0,17.0,0,883.75
1,Ross,WEEKDAY,3.43,33.6,2017,1,,Winter,224.0,17.0,0,1551.59090909091
1,Ross,WEEKDAY,3.54,34.6,2017,2,1551.59090909091,Winter,224.0,17.0,0,1638.0
1,Ross,WEEKDAY,1.46,40.6,2017,3,1638.0,Spring,224.0,17.0,0,1680.47826086957
1,Ross,WEEKDAY,5.02,39.9,2017,4,1680.47826086957,Spring,224.0,17.0,0,1711.6
1,Ross,WEEKDAY,3.54,57.3,2017,5,1711.6,Spring,224.0,17.0,0,1721.54545454545
1,Ross,WEEKDAY,5.15,60.6,2017,6,1721.54545454545,Summer,224.0,17.0,0,1806.09090909091
1,Ross,WEEKDAY,3.78,69.7,2017,7,1806.09090909091,Summer,224.0,17.0,0,1780.65
1,Ross,WEEKDAY,6.42,73.7,2017,8,1780.65,Summer,224.0,17.0,0,1829.4347826087
1,Ross,WEEKDAY,2.63,70.3,2017,9,1829.4347826087,Fall,224.0,17.0,0,1817.85
1,Ross,WEEKDAY,0.58,66.4,2017,10,1817.85,Fall,224.0,17.0,0,1762.81818181818
1,Ross,WEEKDAY,4.11,58.0,2017,11,1762.81818181818,Fall,224.0,17.0,0,1680.38095238095
1,Ross,WEEKDAY,4.15,42.0,2017,12,1680.38095238095,Winter,224.0,17.0,0,1589.4
1,Ross,WEEKDAY,1.77,30.6,2018,1,1589.4,Winter,224.0,17.0,0,1528.59090909091
1,Ross,WEEKDAY,4.28,25.6,2018,2,1528.59090909091,Winter,224.0,17.0,0,1667.75
1,Ross,WEEKDAY,7.04,38.8,2018,3,1667.75,Spring,224.0,17.0,0,1664.04545454545
1,Ross,WEEKDAY,2.96,34.8,2018,4,1664.04545454545,Spring,224.0,17.0,0,1754.71428571429
1,Ross,WEEKDAY,4.43,46.3,2018,5,1754.71428571429,Spring,224.0,17.0,0,1802.22727272727
1,Ross,WEEKDAY,2.83,69.0,2018,6,1802.22727272727,Summer,224.0,17.0,0,1767.0
1,Ross,WEEKDAY,6.1,70.8,2018,7,1767.0,Summer,224.0,17.0,0,1745.42857142857
1,Ross,WEEKDAY,3.96,73.5,2018,8,1745.42857142857,Summer,224.0,17.0,0,1790.0
1,Ross,WEEKDAY,4.53,73.0,2018,9,1790.0,Fall,224.0,17.0,0,1834.36842105263
1,Ross,WEEKDAY,8.5,69.7,2018,10,1834.36842105263,Fall,224.0,17.0,0,1873.82608695652
1,Ross,WEEKDAY,3.59,53.4,2018,11,1873.82608695652,Fall,224.0,17.0,0,1698.85714285714
1,Ross,WEEKDAY,4.57,37.3,2018,12,1698.85714285714,Winter,224.0,17.0,0,1658.5
1,Ross,WEEKDAY,4.29,34.9,2019,1,1658.5,Winter,224.0,17.0,0,1526.0
1,Ross,WEEKDAY,3.06,27.5,2019,2,1526.0,Winter,224.0,17.0,0,1618.7
1,Ross,WEEKDAY,3.97,33.9,2019,3,1618.7,Spring,224.0,17.0,0,1675.09523809524
1,Ross,WEEKDAY,2.37,36.7,2019,4,1675.09523809524,Spring,224.0,17.0,0,1719.22727272727
1,Ross,WEEKDAY,3.44,54.0,2019,5,1719.22727272727,Spring,224.0,17.0,0,1767.31818181818
1,Ross,WEEKDAY,5.96,64.0,2019,6,1767.31818181818,Summer,224.0,17.0,0,1802.85
1,Ross,WEEKDAY,6.42,68.3,2019,7,1802.85,Summer,224.0,17.0,0,1803.13636363636
1,Ross,WEEKDAY,6.92,75.0,2019,8,1803.13636363636,Summer,224.0,17.0,0,1862.54545454545
1,Ross,WEEKDAY,2.45,71.9,2019,9,1862.54545454545,Fall,224.0,17.0,0,1813.5
1,Ross,WEEKDAY,5.34,69.0,2019,10,1813.5,Fall,224.0,17.0,0,1783.21739130435
1,Ross,WEEKDAY,7.19,56.2,2019,11,1783.21739130435,Fall,224.0,17.0,0,1682.75
1,Ross,WEEKDAY,1.65,37.7,2019,12,1682.75,Winter,224.0,17.0,0,1631.42857142857
1,Ross,WEEKDAY,3.52,35.4,2020,1,1631.42857142857,Winter,224.0,17.0,0,1651.72727272727
1,Ross,WEEKDAY,3.69,35.2,2020,2,1651.72727272727,Winter,224.0,17.0,0,1654.55
1,Ross,WEEKDAY,3.3,33.6,2020,3,1654.55,Spring,224.0,17.0,1,1253.59090909091
1,Ross,WEEKDAY,4.83,45.6,2020,4,1253.59090909091,Spring,224.0,17.0,1,872.409090909091
1,Ross,WEEKDAY,2.3,47.6,2020,5,872.409090909091,Spring,224.0,17.0,1,1042.9
1,Ross,WEEKDAY,2.19,58.2,2020,6,1042.9,Summer,224.0,17.0,1,1171.5
1,Ross,WEEKDAY,2.3,70.0,2020,7,1171.5,Summer,224.0,17.0,1,1021.26086956522
1,Ross,WEEKDAY,3.1,77.3,2020,8,1021.26086956522,Summer,224.0,17.0,1,999.761904761905
1,Ross,WEEKDAY,5.57,73.2,2020,9,999.761904761905,Fall,224.0,17.0,1,1018.09523809524
1,Ross,WEEKDAY,0.92,64.6,2020,10,1018.09523809524,Fall,224.0,17.0,1,988.636363636364
1,Ross,WEEKDAY,3.29,54.0,2020,11,988.636363636364,Fall,224.0,17.0,1,993.35
1,Ross,WEEKDAY,2.02,46.6,2020,12,993.35,Winter,224.0,17.0,1,1050.72727272727
1,Ross,WEEKDAY,3.53,33.5,2021,1,1050.72727272727,Winter,224.0,17.0,1,1026.35
1,Ross,WEEKDAY,2.27,30.3,2021,2,1026.35,Winter,224.0,17.0,1,1007.9
1,Ross,WEEKDAY,2.82,27.6,2021,3,1007.9,Spring,224.0,17.0,1,1185.47826086957
1,Ross,WEEKDAY,3.88,44.8,2021,4,1185.47826086957,Spring,224.0,17.0,1,1274.04545454545
1,Ross,WEEKDAY,2.67,51.3,2021,5,1274.04545454545,Spring,224.0,17.0,1,1254.7
1,Ross,WEEKDAY,3.09,58.5,2021,6,1254.7,Summer,224.0,17.0,1,1285.68181818182
1,Ross,WEEKDAY,4.29,71.2,2021,7,1285.68181818182,Summer,224.0,17.0,0,1336.71428571429
1,Ross,WEEKDAY,3.0,72.5,2021,8,1336.71428571429,Summer,224.0,17.0,0,1363.09090909091
1,Ross,WEEKDAY,6.41,74.4,2021,9,1363.09090909091,Fall,224.0,17.0,0,1355.90476190476
1,Ross,WEEKDAY,3.93,66.3,2021,10,1355.90476190476,Fall,224.0,17.0,0,1345.66666666667
1,Ross,WEEKDAY,3.84,59.5,2021,11,1345.66666666667,Fall,224.0,17.0,0,1321.90476190476
1,Ross,WEEKDAY,0.88,40.5,2021,12,1321.90476190476,Winter,224.0,17.0,0,1253.52173913043
1,Ross,WEEKDAY,3.45,40.9,2022,1,1253.52173913043,Winter,224.0,17.0,0,1147.95238095238
1,Ross,WEEKDAY,2.99,23.6,2022,2,1147.95238095238,Winter,224.0,17.0,0,1284.7
1,Ross,WEEKDAY,5.1,31.9,2022,3,1284.7,Spring,224.0,17.0,0,1508.08695652174
1,Ross,WEEKDAY,3.31,42.7,2022,4,1508.08695652174,Spring,224.0,17.0,0,1466.52380952381
1,Ross,WEEKDAY,3.23,48.9,2022,5,1466.52380952381,Spring,224.0,17.0,0,1492.2380952381
1,Ross,WEEKDAY,5.03,62.8,2022,6,1492.2380952381,Summer,224.0,17.0,0,1565.72727272727
1,Ross,WEEKDAY,3.0,69.6,2022,7,1565.72727272727,Summer,224.0,17.0,0,1703.5
1,Ross,WEEKDAY,3.59,74.2,2022,8,1703.5,Summer,224.0,17.0,0,1717.34782608696
1,Ross,WEEKDAY,3.39,72.1,2022,9,1717.34782608696,Fall,224.0,17.0,0,1631.52380952381
1,Ross,WEEKDAY,5.15,64.3,2022,10,1631.52380952381,Fall,224.0,17.0,0,1665.7619047619
1,Ross,WEEKDAY,1.76,50.7,2022,11,1665.7619047619,Fall,224.0,17.0,0,1538.33333333333
1,Ross,WEEKDAY,4.0,44.3,2022,12,1538.33333333333,Winter,224.0,17.0,0,1513.40909090909
1,Ross,WEEKDAY,1.76,33.0,2023,1,1513.40909090909,Winter,224.0,17.0,0,1490.40909090909
1,Ross,WEEKDAY,4.02,36.9,2023,2,1490.40909090909,Winter,224.0,17.0,0,1526.05
1,Ross,WEEKDAY,1.54,39.7,2023,3,1526.05,Spring,224.0,17.0,0,1537.34782608696
1,Ross,WEEKDAY,2.93,40.0,2023,4,1537.34782608696,Spring,224.0,17.0,0,1626.15
1,Ross,WEEKDAY,2.18,52.8,2023,5,1626.15,Spring,224.0,17.0,0,1694.63636363636
1,Ross,WEEKDAY,1.73,59.3,2023,6,1694.63636363636,Summer,224.0,17.0,0,1688.5
1,Ross,WEEKDAY,3.76,66.5,2023,7,1688.5,Summer,224.0,17.0,0,1659.4
1,Ross,WEEKDAY,4.68,73.9,2023,8,1659.4,Summer,224.0,17.0,0,1643.5652173913
1,Ross,WEEKDAY,2.71,72.4,2023,9,1643.5652173913,Fall,224.0,17.0,0,1683.65
1,Ross,WEEKDAY,1.83,67.6,2023,10,1683.65,Fall,224.0,17.0,0,1714.59090909091
1,Ross,WEEKDAY,2.6,57.0,2023,11,1714.59090909091,Fall,224.0,17.0,0,1477.61904761905
1,Ross,WEEKDAY,1.82,43.5,2023,12,1477.61904761905,Winter,224.0,17.0,0,1311.15
1,Ross,WEEKDAY,2.8,42.7,2024,1,1311.15,Winter,224.0,17.0,0,1180.72727272727
1,Ross,WEEKDAY,5.28,33.0,2024,2,1180.72727272727,Winter,224.0,17.0,0,1362.0
1,Ross,WEEKDAY,1.76,39.5,2024,3,1362.0,Spring,224.0,17.0,0,1394.90476190476
1,Ross,WEEKDAY,3.25,46.6,2024,4,1394.90476190476,Spring,224.0,17.0,0,1450.09090909091
1,Ross,WEEKDAY,7.93,56.9,2024,5,1450.09090909091,Spring,224.0,17.0,0,1539.72727272727
1,Ross,WEEKDAY,5.61,66.5,2024,6,1539.72727272727,Summer,224.0,17.0,0,1577.25
1,Ross,WEEKDAY,2.5,72.8,2024,7,1577.25,Summer,224.0,17.0,0,1590.54545454545
1,Ross,WEEKDAY,3.17,76.5,2024,8,1590.54545454545,Summer,224.0,17.0,0,1611.13636363636
