_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count,next_year_month_x,total_precip,next_year_month_y,avg_temp
1,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-01-01,201701,SAT.,969.5,4,201701,3.43,201701,33.6
2,4,004,4 - TROY HILL,Ross,Bus,2017-01-01,201701,SAT.,218.25,4,201701,3.43,201701,33.6
3,6,006,6 - SPRING HILL,Ross,Bus,2017-01-01,201701,SAT.,495.5,4,201701,3.43,201701,33.6
4,8,008,8 - PERRYSVILLE,Ross,Bus,2017-01-01,201701,SAT.,1480.0,4,201701,3.43,201701,33.6
5,11,011,11 - FINEVIEW,Ross,Bus,2017-01-01,201701,SAT.,208.0,4,201701,3.43,201701,33.6
6,12,012,12 - MCKNIGHT,Ross,Bus,2017-01-01,201701,SAT.,1069.75,4,201701,3.43,201701,33.6
7,13,013,13 - BELLEVUE,Ross,Bus,2017-01-01,201701,SAT.,1252.75,4,201701,3.43,201701,33.6
8,14,014,14 - OHIO VALLEY,Ross,Bus,2017-01-01,201701,SAT.,478.25,4,201701,3.43,201701,33.6
9,15,015,15 - CHARLES,Ross,Bus,2017-01-01,201701,SAT.,672.0,4,201701,3.43,201701,33.6
10,16,016,16 - BRIGHTON,Ross,Bus,2017-01-01,201701,SAT.,2070.0,4,201701,3.43,201701,33.6
11,17,017,17 - SHADELAND,Ross,Bus,2017-01-01,201701,SAT.,499.25,4,201701,3.43,201701,33.6
12,21,021,21 - CORAOPOLIS,Collier,Bus,2017-01-01,201701,SAT.,480.5,4,201701,3.43,201701,33.6
13,22,022,22 - MCCOY,Collier,Bus,2017-01-01,201701,SAT.,424.5,4,201701,3.43,201701,33.6
14,24,024,24 - WEST PARK,Collier,Bus,2017-01-01,201701,SAT.,1128.5,4,201701,3.43,201701,33.6
15,26,026,26 - CHARTIERS,Collier,Bus,2017-01-01,201701,SAT.,504.0,4,201701,3.43,201701,33.6
16,27,027,27 - FAIRYWOOD,Collier,Bus,2017-01-01,201701,SAT.,634.0,4,201701,3.43,201701,33.6
17,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-01-01,201701,SAT.,1339.75,4,201701,3.43,201701,33.6
18,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-01-01,201701,SAT.,768.25,4,201701,3.43,201701,33.6
19,38,038,38 - GREEN TREE,Collier,Bus,2017-01-01,201701,SAT.,333.0,4,201701,3.43,201701,33.6
20,39,039,39 - BROOKLINE,Collier,Bus,2017-01-01,201701,SAT.,181.75,4,201701,3.43,201701,33.6
21,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-01-01,201701,SAT.,216.25,4,201701,3.43,201701,33.6
22,41,041,41 - BOWER HILL,Collier,Bus,2017-01-01,201701,SAT.,464.25,4,201701,3.43,201701,33.6
23,43,043,43 - BAILEY,Collier,Bus,2017-01-01,201701,SAT.,279.25,4,201701,3.43,201701,33.6
24,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-01-01,201701,SAT.,285.0,4,201701,3.43,201701,33.6
25,48,048,48 - ARLINGTON,Collier,Bus,2017-01-01,201701,SAT.,1867.0,4,201701,3.43,201701,33.6
26,51,051,51 - CARRICK,West Mifflin,Bus,2017-01-01,201701,SAT.,4541.5,4,201701,3.43,201701,33.6
27,53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-01-01,201701,SAT.,298.75,4,201701,3.43,201701,33.6
28,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-01-01,201701,SAT.,2311.0,4,201701,3.43,201701,33.6
29,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-01-01,201701,SAT.,610.5,4,201701,3.43,201701,33.6
30,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-01-01,201701,SAT.,604.75,4,201701,3.43,201701,33.6
31,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,SAT.,858.5,4,201701,3.43,201701,33.6
32,58,058,58 - GREENFIELD,East Liberty,Bus,2017-01-01,201701,SAT.,244.5,4,201701,3.43,201701,33.6
33,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-01-01,201701,SAT.,1640.75,4,201701,3.43,201701,33.6
34,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-01-01,201701,SAT.,2823.25,4,201701,3.43,201701,33.6
35,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-01-01,201701,SAT.,2270.75,4,201701,3.43,201701,33.6
36,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-01-01,201701,SAT.,3763.75,4,201701,3.43,201701,33.6
37,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-01-01,201701,SAT.,3212.75,4,201701,3.43,201701,33.6
38,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-01-01,201701,SAT.,1386.0,4,201701,3.43,201701,33.6
39,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-01-01,201701,SAT.,737.5,4,201701,3.43,201701,33.6
40,68,068,,,Bus,2017-01-01,201701,SAT.,347.0,4,201701,3.43,201701,33.6
41,69,069,69 - TRAFFORD,East Liberty,Bus,2017-01-01,201701,SAT.,284.0,4,201701,3.43,201701,33.6
42,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-01-01,201701,SAT.,2569.5,4,201701,3.43,201701,33.6
43,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-01-01,201701,SAT.,1770.0,4,201701,3.43,201701,33.6
44,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-01-01,201701,SAT.,3147.5,4,201701,3.43,201701,33.6
45,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-01-01,201701,SAT.,1883.25,4,201701,3.43,201701,33.6
46,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-01-01,201701,SAT.,392.0,4,201701,3.43,201701,33.6
47,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-01-01,201701,SAT.,1783.5,4,201701,3.43,201701,33.6
48,77,077,77 - PENN HILLS,East Liberty,Bus,2017-01-01,201701,SAT.,880.0,4,201701,3.43,201701,33.6
49,79,079,79 - EAST HILLS,East Liberty,Bus,2017-01-01,201701,SAT.,580.5,4,201701,3.43,201701,33.6
50,81,081,81 - OAK HILL,West Mifflin,Bus,2017-01-01,201701,SAT.,704.5,4,201701,3.43,201701,33.6
51,82,082,82 - LINCOLN,East Liberty,Bus,2017-01-01,201701,SAT.,2339.25,4,201701,3.43,201701,33.6
52,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-01-01,201701,SAT.,1231.5,4,201701,3.43,201701,33.6
53,86,086,86 - LIBERTY,East Liberty,Bus,2017-01-01,201701,SAT.,2060.5,4,201701,3.43,201701,33.6
54,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-01-01,201701,SAT.,573.25,4,201701,3.43,201701,33.6
55,88,088,88 - PENN,East Liberty,Bus,2017-01-01,201701,SAT.,1289.25,4,201701,3.43,201701,33.6
56,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-01-01,201701,SAT.,232.0,4,201701,3.43,201701,33.6
57,91,091,91 - BUTLER STREET,Ross,Bus,2017-01-01,201701,SAT.,1535.75,4,201701,3.43,201701,33.6
58,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-01-01,201701,SAT.,932.25,4,201701,3.43,201701,33.6
59,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-01-01,201701,SAT.,4407.0,4,201701,3.43,201701,33.6
60,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-01-01,201701,SAT.,758.25,4,201701,3.43,201701,33.6
61,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-01-01,201701,SAT.,385.0,4,201701,3.43,201701,33.6
62,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-01-01,201701,SAT.,571.5,4,201701,3.43,201701,33.6
63,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-01-01,201701,SUN.,737.4,5,201701,3.43,201701,33.6
64,6,006,6 - SPRING HILL,Ross,Bus,2017-01-01,201701,SUN.,378.2,5,201701,3.43,201701,33.6
65,8,008,8 - PERRYSVILLE,Ross,Bus,2017-01-01,201701,SUN.,909.0,5,201701,3.43,201701,33.6
66,11,011,11 - FINEVIEW,Ross,Bus,2017-01-01,201701,SUN.,111.0,5,201701,3.43,201701,33.6
67,12,012,12 - MCKNIGHT,Ross,Bus,2017-01-01,201701,SUN.,670.4,5,201701,3.43,201701,33.6
68,13,013,13 - BELLEVUE,Ross,Bus,2017-01-01,201701,SUN.,676.0,5,201701,3.43,201701,33.6
69,14,014,14 - OHIO VALLEY,Ross,Bus,2017-01-01,201701,SUN.,337.2,5,201701,3.43,201701,33.6
70,15,015,15 - CHARLES,Ross,Bus,2017-01-01,201701,SUN.,388.0,5,201701,3.43,201701,33.6
71,16,016,16 - BRIGHTON,Ross,Bus,2017-01-01,201701,SUN.,1115.2,5,201701,3.43,201701,33.6
72,17,017,17 - SHADELAND,Ross,Bus,2017-01-01,201701,SUN.,357.0,5,201701,3.43,201701,33.6
73,21,021,21 - CORAOPOLIS,Collier,Bus,2017-01-01,201701,SUN.,253.4,5,201701,3.43,201701,33.6
74,24,024,24 - WEST PARK,Collier,Bus,2017-01-01,201701,SUN.,838.2,5,201701,3.43,201701,33.6
75,26,026,26 - CHARTIERS,Collier,Bus,2017-01-01,201701,SUN.,313.8,5,201701,3.43,201701,33.6
76,27,027,27 - FAIRYWOOD,Collier,Bus,2017-01-01,201701,SUN.,417.8,5,201701,3.43,201701,33.6
77,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-01-01,201701,SUN.,1173.8,5,201701,3.43,201701,33.6
78,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-01-01,201701,SUN.,547.4,5,201701,3.43,201701,33.6
79,38,038,38 - GREEN TREE,Collier,Bus,2017-01-01,201701,SUN.,160.0,5,201701,3.43,201701,33.6
80,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-01-01,201701,SUN.,149.0,5,201701,3.43,201701,33.6
81,41,041,41 - BOWER HILL,Collier,Bus,2017-01-01,201701,SUN.,278.8,5,201701,3.43,201701,33.6
82,43,043,43 - BAILEY,Collier,Bus,2017-01-01,201701,SUN.,228.0,5,201701,3.43,201701,33.6
83,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-01-01,201701,SUN.,209.0,5,201701,3.43,201701,33.6
84,48,048,48 - ARLINGTON,Collier,Bus,2017-01-01,201701,SUN.,877.0,5,201701,3.43,201701,33.6
85,51,051,51 - CARRICK,West Mifflin,Bus,2017-01-01,201701,SUN.,2743.0,5,201701,3.43,201701,33.6
86,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-01-01,201701,SUN.,1190.2,5,201701,3.43,201701,33.6
87,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-01-01,201701,SUN.,419.0,5,201701,3.43,201701,33.6
88,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-01-01,201701,SUN.,429.2,5,201701,3.43,201701,33.6
89,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,SUN.,602.2,5,201701,3.43,201701,33.6
90,58,058,58 - GREENFIELD,East Liberty,Bus,2017-01-01,201701,SUN.,155.0,5,201701,3.43,201701,33.6
91,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-01-01,201701,SUN.,1007.2,5,201701,3.43,201701,33.6
92,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-01-01,201701,SUN.,1961.0,5,201701,3.43,201701,33.6
93,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-01-01,201701,SUN.,1477.0,5,201701,3.43,201701,33.6
94,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-01-01,201701,SUN.,2722.4,5,201701,3.43,201701,33.6
95,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-01-01,201701,SUN.,2148.2,5,201701,3.43,201701,33.6
96,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-01-01,201701,SUN.,815.2,5,201701,3.43,201701,33.6
97,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-01-01,201701,SUN.,453.0,5,201701,3.43,201701,33.6
98,68,068,,,Bus,2017-01-01,201701,SUN.,171.4,5,201701,3.43,201701,33.6
99,69,069,69 - TRAFFORD,East Liberty,Bus,2017-01-01,201701,SUN.,209.0,5,201701,3.43,201701,33.6
100,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-01-01,201701,SUN.,1622.0,5,201701,3.43,201701,33.6
101,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-01-01,201701,SUN.,1093.0,5,201701,3.43,201701,33.6
102,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-01-01,201701,SUN.,1797.2,5,201701,3.43,201701,33.6
103,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-01-01,201701,SUN.,1203.2,5,201701,3.43,201701,33.6
104,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-01-01,201701,SUN.,1111.2,5,201701,3.43,201701,33.6
105,77,077,77 - PENN HILLS,East Liberty,Bus,2017-01-01,201701,SUN.,572.0,5,201701,3.43,201701,33.6
106,79,079,79 - EAST HILLS,East Liberty,Bus,2017-01-01,201701,SUN.,361.2,5,201701,3.43,201701,33.6
107,81,081,81 - OAK HILL,West Mifflin,Bus,2017-01-01,201701,SUN.,453.2,5,201701,3.43,201701,33.6
108,82,082,82 - LINCOLN,East Liberty,Bus,2017-01-01,201701,SUN.,1589.4,5,201701,3.43,201701,33.6
109,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-01-01,201701,SUN.,639.0,5,201701,3.43,201701,33.6
110,86,086,86 - LIBERTY,East Liberty,Bus,2017-01-01,201701,SUN.,1415.4,5,201701,3.43,201701,33.6
111,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-01-01,201701,SUN.,182.4,5,201701,3.43,201701,33.6
112,88,088,88 - PENN,East Liberty,Bus,2017-01-01,201701,SUN.,1109.0,5,201701,3.43,201701,33.6
113,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-01-01,201701,SUN.,153.0,5,201701,3.43,201701,33.6
114,91,091,91 - BUTLER STREET,Ross,Bus,2017-01-01,201701,SUN.,895.2,5,201701,3.43,201701,33.6
115,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-01-01,201701,SUN.,561.4,5,201701,3.43,201701,33.6
116,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-01-01,201701,SUN.,2826.2,5,201701,3.43,201701,33.6
117,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-01-01,201701,SUN.,519.2,5,201701,3.43,201701,33.6
118,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-01-01,201701,SUN.,310.0,5,201701,3.43,201701,33.6
119,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-01-01,201701,WEEKDAY,1551.59090909091,22,201701,3.43,201701,33.6
120,2,002,2 - MOUNT ROYAL,Ross,Bus,2017-01-01,201701,WEEKDAY,1019.90909090909,22,201701,3.43,201701,33.6
121,4,004,4 - TROY HILL,Ross,Bus,2017-01-01,201701,WEEKDAY,683.772727272727,22,201701,3.43,201701,33.6
122,6,006,6 - SPRING HILL,Ross,Bus,2017-01-01,201701,WEEKDAY,1134.90909090909,22,201701,3.43,201701,33.6
123,7,007,7 - SPRING GARDEN,Ross,Bus,2017-01-01,201701,WEEKDAY,147.136363636364,22,201701,3.43,201701,33.6
124,8,008,8 - PERRYSVILLE,Ross,Bus,2017-01-01,201701,WEEKDAY,3071.40909090909,22,201701,3.43,201701,33.6
125,11,011,11 - FINEVIEW,Ross,Bus,2017-01-01,201701,WEEKDAY,546.181818181818,22,201701,3.43,201701,33.6
126,12,012,12 - MCKNIGHT,Ross,Bus,2017-01-01,201701,WEEKDAY,932.681818181818,22,201701,3.43,201701,33.6
127,13,013,13 - BELLEVUE,Ross,Bus,2017-01-01,201701,WEEKDAY,2005.90909090909,22,201701,3.43,201701,33.6
128,14,014,14 - OHIO VALLEY,Ross,Bus,2017-01-01,201701,WEEKDAY,1133.90909090909,22,201701,3.43,201701,33.6
129,15,015,15 - CHARLES,Ross,Bus,2017-01-01,201701,WEEKDAY,1000.45454545455,22,201701,3.43,201701,33.6
130,16,016,16 - BRIGHTON,Ross,Bus,2017-01-01,201701,WEEKDAY,3736.5,22,201701,3.43,201701,33.6
131,17,017,17 - SHADELAND,Ross,Bus,2017-01-01,201701,WEEKDAY,1137.27272727273,22,201701,3.43,201701,33.6
132,18,018,18 - MANCHESTER,Ross,Bus,2017-01-01,201701,WEEKDAY,82.6363636363636,22,201701,3.43,201701,33.6
133,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-01-01,201701,WEEKDAY,632.909090909091,22,201701,3.43,201701,33.6
134,20,020,20 - KENNEDY,Collier,Bus,2017-01-01,201701,WEEKDAY,526.181818181818,22,201701,3.43,201701,33.6
135,21,021,21 - CORAOPOLIS,Collier,Bus,2017-01-01,201701,WEEKDAY,1164.31818181818,22,201701,3.43,201701,33.6
136,22,022,22 - MCCOY,Collier,Bus,2017-01-01,201701,WEEKDAY,764.818181818182,22,201701,3.43,201701,33.6
137,24,024,24 - WEST PARK,Collier,Bus,2017-01-01,201701,WEEKDAY,1469.27272727273,22,201701,3.43,201701,33.6
138,26,026,26 - CHARTIERS,Collier,Bus,2017-01-01,201701,WEEKDAY,965.545454545455,22,201701,3.43,201701,33.6
139,27,027,27 - FAIRYWOOD,Collier,Bus,2017-01-01,201701,WEEKDAY,1058.95454545455,22,201701,3.43,201701,33.6
140,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,1744.40909090909,22,201701,3.43,201701,33.6
141,29,029,29 - ROBINSON,Collier,Bus,2017-01-01,201701,WEEKDAY,824.772727272727,22,201701,3.43,201701,33.6
142,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-01-01,201701,WEEKDAY,1510.5,22,201701,3.43,201701,33.6
143,36,036,36 - BANKSVILLE,Collier,Bus,2017-01-01,201701,WEEKDAY,540.863636363636,22,201701,3.43,201701,33.6
144,38,038,38 - GREEN TREE,Collier,Bus,2017-01-01,201701,WEEKDAY,2353.27272727273,22,201701,3.43,201701,33.6
145,39,039,39 - BROOKLINE,Collier,Bus,2017-01-01,201701,WEEKDAY,1447.95454545455,22,201701,3.43,201701,33.6
146,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-01-01,201701,WEEKDAY,587.909090909091,22,201701,3.43,201701,33.6
147,41,041,41 - BOWER HILL,Collier,Bus,2017-01-01,201701,WEEKDAY,1652.18181818182,22,201701,3.43,201701,33.6
148,43,043,43 - BAILEY,Collier,Bus,2017-01-01,201701,WEEKDAY,701.136363636364,22,201701,3.43,201701,33.6
149,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-01-01,201701,WEEKDAY,968.181818181818,22,201701,3.43,201701,33.6
150,48,048,48 - ARLINGTON,Collier,Bus,2017-01-01,201701,WEEKDAY,2957.31818181818,22,201701,3.43,201701,33.6
151,51,051,51 - CARRICK,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,7397.68181818182,22,201701,3.43,201701,33.6
152,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,702.136363636364,22,201701,3.43,201701,33.6
153,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,407.909090909091,22,201701,3.43,201701,33.6
154,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1287.77272727273,22,201701,3.43,201701,33.6
155,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-01-01,201701,WEEKDAY,3775.40909090909,22,201701,3.43,201701,33.6
156,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,802.954545454545,22,201701,3.43,201701,33.6
157,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1617.95454545455,22,201701,3.43,201701,33.6
158,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1153.22727272727,22,201701,3.43,201701,33.6
159,58,058,58 - GREENFIELD,East Liberty,Bus,2017-01-01,201701,WEEKDAY,1139.13636363636,22,201701,3.43,201701,33.6
160,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1834.81818181818,22,201701,3.43,201701,33.6
161,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,462.181818181818,22,201701,3.43,201701,33.6
162,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,4466.5,22,201701,3.43,201701,33.6
163,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,4035.22727272727,22,201701,3.43,201701,33.6
164,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,5764.31818181818,22,201701,3.43,201701,33.6
165,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,4859.13636363636,22,201701,3.43,201701,33.6
166,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1566.81818181818,22,201701,3.43,201701,33.6
167,65,065,65 - SQUIRREL HILL,East Liberty,Bus,2017-01-01,201701,WEEKDAY,391.0,22,201701,3.43,201701,33.6
168,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-01-01,201701,WEEKDAY,1953.36363636364,22,201701,3.43,201701,33.6
169,68,068,,,Bus,2017-01-01,201701,WEEKDAY,302.727272727273,22,201701,3.43,201701,33.6
170,69,069,69 - TRAFFORD,East Liberty,Bus,2017-01-01,201701,WEEKDAY,1588.72727272727,22,201701,3.43,201701,33.6
171,71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,109.590909090909,22,201701,3.43,201701,33.6
172,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-01-01,201701,WEEKDAY,5747.22727272727,22,201701,3.43,201701,33.6
173,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-01-01,201701,WEEKDAY,4569.95454545455,22,201701,3.43,201701,33.6
174,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-01-01,201701,WEEKDAY,5609.5,22,201701,3.43,201701,33.6
175,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-01-01,201701,WEEKDAY,4271.0,22,201701,3.43,201701,33.6
176,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-01-01,201701,WEEKDAY,874.590909090909,22,201701,3.43,201701,33.6
177,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-01-01,201701,WEEKDAY,3020.86363636364,22,201701,3.43,201701,33.6
178,77,077,77 - PENN HILLS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,2065.63636363636,22,201701,3.43,201701,33.6
179,78,078,,,Bus,2017-01-01,201701,WEEKDAY,113.409090909091,22,201701,3.43,201701,33.6
180,79,079,79 - EAST HILLS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,928.227272727273,22,201701,3.43,201701,33.6
181,81,081,81 - OAK HILL,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1539.13636363636,22,201701,3.43,201701,33.6
182,82,082,82 - LINCOLN,East Liberty,Bus,2017-01-01,201701,WEEKDAY,3627.86363636364,22,201701,3.43,201701,33.6
183,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,2168.81818181818,22,201701,3.43,201701,33.6
184,86,086,86 - LIBERTY,East Liberty,Bus,2017-01-01,201701,WEEKDAY,2714.13636363636,22,201701,3.43,201701,33.6
185,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-01-01,201701,WEEKDAY,2676.81818181818,22,201701,3.43,201701,33.6
186,88,088,88 - PENN,East Liberty,Bus,2017-01-01,201701,WEEKDAY,2992.5,22,201701,3.43,201701,33.6
187,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,399.227272727273,22,201701,3.43,201701,33.6
188,91,091,91 - BUTLER STREET,Ross,Bus,2017-01-01,201701,WEEKDAY,3932.77272727273,22,201701,3.43,201701,33.6
189,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,1644.22727272727,22,201701,3.43,201701,33.6
190,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-01-01,201701,WEEKDAY,3628.09090909091,22,201701,3.43,201701,33.6
191,G3,G3,G3 - MOON FLYER,Collier,Bus,2017-01-01,201701,WEEKDAY,925.409090909091,22,201701,3.43,201701,33.6
192,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-01-01,201701,WEEKDAY,597.454545454545,22,201701,3.43,201701,33.6
193,O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-01-01,201701,WEEKDAY,1233.09090909091,22,201701,3.43,201701,33.6
194,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-01-01,201701,WEEKDAY,1376.95454545455,22,201701,3.43,201701,33.6
195,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-01-01,201701,WEEKDAY,100.681818181818,22,201701,3.43,201701,33.6
196,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-01-01,201701,WEEKDAY,9750.04545454545,22,201701,3.43,201701,33.6
197,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,687.272727272727,22,201701,3.43,201701,33.6
198,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,1184.86363636364,22,201701,3.43,201701,33.6
199,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-01-01,201701,WEEKDAY,268.727272727273,22,201701,3.43,201701,33.6
200,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,969.454545454545,22,201701,3.43,201701,33.6
201,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,364.136363636364,22,201701,3.43,201701,33.6
202,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-01-01,201701,WEEKDAY,1401.54545454545,22,201701,3.43,201701,33.6
203,P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2017-01-01,201701,WEEKDAY,2745.68181818182,22,201701,3.43,201701,33.6
204,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,443.954545454545,22,201701,3.43,201701,33.6
205,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,824.636363636364,22,201701,3.43,201701,33.6
206,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-01-01,201701,WEEKDAY,244.636363636364,22,201701,3.43,201701,33.6
207,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-01-01,201701,WEEKDAY,701.409090909091,22,201701,3.43,201701,33.6
