_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count,next_year_month_x,total_precip,next_year_month_y,avg_temp
10544,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-10-01,202010,SUN.,387.0,4,202010,0.92,202010,64.6
10545,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-10-01,202010,SUN.,1444.5,4,202010,0.92,202010,64.6
10546,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-10-01,202010,SUN.,289.25,4,202010,0.92,202010,64.6
10547,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-10-01,202010,SUN.,324.75,4,202010,0.92,202010,64.6
10548,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-10-01,202010,SUN.,259.5,4,202010,0.92,202010,64.6
10549,1,001,1 - FREEPORT ROAD,Ross,Bus,2020-10-01,202010,WEEKDAY,988.636363636364,22,202010,0.92,202010,64.6
10550,2,002,2 - MOUNT ROYAL,Ross,Bus,2020-10-01,202010,WEEKDAY,493.090909090909,22,202010,0.92,202010,64.6
10551,4,004,4 - TROY HILL,Ross,Bus,2020-10-01,202010,WEEKDAY,213.772727272727,22,202010,0.92,202010,64.6
10552,6,006,6 - SPRING HILL,Ross,Bus,2020-10-01,202010,WEEKDAY,516.772727272727,22,202010,0.92,202010,64.6
10553,7,007,7 - SPRING GARDEN,Ross,Bus,2020-10-01,202010,WEEKDAY,81.5909090909091,22,202010,0.92,202010,64.6
10554,8,008,8 - PERRYSVILLE,Ross,Bus,2020-10-01,202010,WEEKDAY,1454.81818181818,22,202010,0.92,202010,64.6
10555,11,011,11 - FINEVIEW,Ross,Bus,2020-10-01,202010,WEEKDAY,267.136363636364,22,202010,0.92,202010,64.6
10556,12,012,12 - MCKNIGHT,Ross,Bus,2020-10-01,202010,WEEKDAY,595.636363636364,22,202010,0.92,202010,64.6
10557,13,013,13 - BELLEVUE,Ross,Bus,2020-10-01,202010,WEEKDAY,1018.04545454545,22,202010,0.92,202010,64.6
10558,14,014,14 - OHIO VALLEY,Ross,Bus,2020-10-01,202010,WEEKDAY,712.727272727273,22,202010,0.92,202010,64.6
10559,15,015,15 - CHARLES,Ross,Bus,2020-10-01,202010,WEEKDAY,487.363636363636,22,202010,0.92,202010,64.6
10560,16,016,16 - BRIGHTON,Ross,Bus,2020-10-01,202010,WEEKDAY,1780.04545454545,22,202010,0.92,202010,64.6
10561,17,017,17 - SHADELAND,Ross,Bus,2020-10-01,202010,WEEKDAY,651.227272727273,22,202010,0.92,202010,64.6
10562,18,018,18 - MANCHESTER,Ross,Bus,2020-10-01,202010,WEEKDAY,49.9545454545455,22,202010,0.92,202010,64.6
10563,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-10-01,202010,WEEKDAY,151.181818181818,22,202010,0.92,202010,64.6
10564,20,020,20 - KENNEDY,Collier,Bus,2020-10-01,202010,WEEKDAY,306.818181818182,22,202010,0.92,202010,64.6
10565,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,708.909090909091,22,202010,0.92,202010,64.6
10566,51,051,51 - CARRICK,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,3732.68181818182,22,202010,0.92,202010,64.6
10567,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,227.272727272727,22,202010,0.92,202010,64.6
10568,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,144.954545454545,22,202010,0.92,202010,64.6
10569,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,573.363636363636,22,202010,0.92,202010,64.6
10570,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-10-01,202010,WEEKDAY,1682.0,22,202010,0.92,202010,64.6
10571,55,055,55 - GLASSPORT,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,632.272727272727,22,202010,0.92,202010,64.6
10572,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,691.227272727273,22,202010,0.92,202010,64.6
10573,57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,585.363636363636,22,202010,0.92,202010,64.6
10574,58,058,58 - GREENFIELD,East Liberty,Bus,2020-10-01,202010,WEEKDAY,272.727272727273,22,202010,0.92,202010,64.6
10575,59,059,59 - MON VALLEY,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,1278.0,22,202010,0.92,202010,64.6
10576,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,266.090909090909,22,202010,0.92,202010,64.6
10577,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,1792.18181818182,22,202010,0.92,202010,64.6
10578,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,1395.68181818182,22,202010,0.92,202010,64.6
10579,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,2243.22727272727,22,202010,0.92,202010,64.6
10580,61D,061D,61D - MURRAY,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,1725.04545454545,22,202010,0.92,202010,64.6
10581,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,891.045454545455,22,202010,0.92,202010,64.6
10582,65,065,65 - SQUIRREL HILL,East Liberty,Bus,2020-10-01,202010,WEEKDAY,62.3636363636364,22,202010,0.92,202010,64.6
10583,67,067,67 - MONROEVILLE,East Liberty,Bus,2020-10-01,202010,WEEKDAY,708.0,22,202010,0.92,202010,64.6
10584,69,069,69 - TRAFFORD,East Liberty,Bus,2020-10-01,202010,WEEKDAY,624.318181818182,22,202010,0.92,202010,64.6
10585,71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,42.4545454545455,22,202010,0.92,202010,64.6
10586,71A,071A,71A - NEGLEY,East Liberty,Bus,2020-10-01,202010,WEEKDAY,1855.45454545455,22,202010,0.92,202010,64.6
10587,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-10-01,202010,WEEKDAY,1418.22727272727,22,202010,0.92,202010,64.6
10588,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-10-01,202010,WEEKDAY,2103.72727272727,22,202010,0.92,202010,64.6
10589,71D,071D,71D - HAMILTON,East Liberty,Bus,2020-10-01,202010,WEEKDAY,1326.68181818182,22,202010,0.92,202010,64.6
10590,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-10-01,202010,WEEKDAY,378.318181818182,22,202010,0.92,202010,64.6
10591,75,075,75 - ELLSWORTH,East Liberty,Bus,2020-10-01,202010,WEEKDAY,1358.63636363636,22,202010,0.92,202010,64.6
10592,77,077,77 - PENN HILLS,East Liberty,Bus,2020-10-01,202010,WEEKDAY,966.136363636364,22,202010,0.92,202010,64.6
10593,79,079,79 - EAST HILLS,East Liberty,Bus,2020-10-01,202010,WEEKDAY,672.454545454545,22,202010,0.92,202010,64.6
10594,81,081,81 - OAK HILL,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,802.863636363636,22,202010,0.92,202010,64.6
10595,82,082,82 - LINCOLN,East Liberty,Bus,2020-10-01,202010,WEEKDAY,2022.22727272727,22,202010,0.92,202010,64.6
10596,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,1209.77272727273,22,202010,0.92,202010,64.6
10597,86,086,86 - LIBERTY,East Liberty,Bus,2020-10-01,202010,WEEKDAY,1144.13636363636,22,202010,0.92,202010,64.6
10598,87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-10-01,202010,WEEKDAY,852.409090909091,22,202010,0.92,202010,64.6
10599,88,088,88 - PENN,East Liberty,Bus,2020-10-01,202010,WEEKDAY,978.090909090909,22,202010,0.92,202010,64.6
10600,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-10-01,202010,WEEKDAY,157.681818181818,22,202010,0.92,202010,64.6
10601,91,091,91 - BUTLER STREET,Ross,Bus,2020-10-01,202010,WEEKDAY,1564.40909090909,22,202010,0.92,202010,64.6
10602,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,807.681818181818,22,202010,0.92,202010,64.6
10603,21,21,21 - CORAOPOLIS,Collier,Bus,2020-10-01,202010,WEEKDAY,647.772727272727,22,202010,0.92,202010,64.6
10604,22,22,22 - MCCOY,Collier,Bus,2020-10-01,202010,WEEKDAY,367.272727272727,22,202010,0.92,202010,64.6
10605,24,24,24 - WEST PARK,Collier,Bus,2020-10-01,202010,WEEKDAY,798.954545454545,22,202010,0.92,202010,64.6
10606,26,26,26 - CHARTIERS,Collier,Bus,2020-10-01,202010,WEEKDAY,478.227272727273,22,202010,0.92,202010,64.6
10607,27,27,27 - FAIRYWOOD,Collier,Bus,2020-10-01,202010,WEEKDAY,529.590909090909,22,202010,0.92,202010,64.6
10608,29,29,29 - ROBINSON,Collier,Bus,2020-10-01,202010,WEEKDAY,475.909090909091,22,202010,0.92,202010,64.6
10609,31,31,31 - BRIDGEVILLE,Collier,Bus,2020-10-01,202010,WEEKDAY,672.818181818182,22,202010,0.92,202010,64.6
10610,36,36,36 - BANKSVILLE,Collier,Bus,2020-10-01,202010,WEEKDAY,186.772727272727,22,202010,0.92,202010,64.6
10611,38,38,38 - GREEN TREE,Collier,Bus,2020-10-01,202010,WEEKDAY,476.318181818182,22,202010,0.92,202010,64.6
10612,39,39,39 - BROOKLINE,Collier,Bus,2020-10-01,202010,WEEKDAY,480.227272727273,22,202010,0.92,202010,64.6
10613,40,40,40 - MOUNT WASHINGTON,Ross,Bus,2020-10-01,202010,WEEKDAY,211.363636363636,22,202010,0.92,202010,64.6
10614,41,41,41 - BOWER HILL,Collier,Bus,2020-10-01,202010,WEEKDAY,535.409090909091,22,202010,0.92,202010,64.6
10615,43,43,43 - BAILEY,Collier,Bus,2020-10-01,202010,WEEKDAY,225.090909090909,22,202010,0.92,202010,64.6
10616,44,44,44 - VIA KNOXVILLE,Collier,Bus,2020-10-01,202010,WEEKDAY,433.318181818182,22,202010,0.92,202010,64.6
10617,48,48,48 - ARLINGTON,Collier,Bus,2020-10-01,202010,WEEKDAY,1184.04545454545,22,202010,0.92,202010,64.6
10618,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-10-01,202010,WEEKDAY,1082.5,22,202010,0.92,202010,64.6
10619,G3,G3,G3 - MOON FLYER,Collier,Bus,2020-10-01,202010,WEEKDAY,139.727272727273,22,202010,0.92,202010,64.6
10620,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2020-10-01,202010,WEEKDAY,96.8636363636364,22,202010,0.92,202010,64.6
10621,O1,O1,O1 - ROSS FLYER,Ross,Bus,2020-10-01,202010,WEEKDAY,104.727272727273,22,202010,0.92,202010,64.6
10622,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2020-10-01,202010,WEEKDAY,256.545454545455,22,202010,0.92,202010,64.6
10623,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2020-10-01,202010,WEEKDAY,16.7272727272727,22,202010,0.92,202010,64.6
10624,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-10-01,202010,WEEKDAY,3163.18181818182,22,202010,0.92,202010,64.6
10625,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,160.772727272727,22,202010,0.92,202010,64.6
10626,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,156.454545454545,22,202010,0.92,202010,64.6
10627,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2020-10-01,202010,WEEKDAY,54.1363636363636,22,202010,0.92,202010,64.6
10628,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,206.363636363636,22,202010,0.92,202010,64.6
10629,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,121.409090909091,22,202010,0.92,202010,64.6
10630,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2020-10-01,202010,WEEKDAY,197.272727272727,22,202010,0.92,202010,64.6
10631,P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2020-10-01,202010,WEEKDAY,988.454545454545,22,202010,0.92,202010,64.6
10632,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,100.363636363636,22,202010,0.92,202010,64.6
10633,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,635.772727272727,22,202010,0.92,202010,64.6
10634,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,94.8181818181818,22,202010,0.92,202010,64.6
10635,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,217.227272727273,22,202010,0.92,202010,64.6
10636,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,95.9090909090909,22,202010,0.92,202010,64.6
10637,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,199.0,22,202010,0.92,202010,64.6
10638,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2020-10-01,202010,WEEKDAY,499.090909090909,22,202010,0.92,202010,64.6
10639,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,102.181818181818,22,202010,0.92,202010,64.6
10640,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,55.2727272727273,22,202010,0.92,202010,64.6
10641,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,661.318181818182,22,202010,0.92,202010,64.6
10642,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,468.545454545455,22,202010,0.92,202010,64.6
10643,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-10-01,202010,WEEKDAY,568.636363636364,22,202010,0.92,202010,64.6
10644,BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-10-01,202010,SAT.,448.6,5,202010,0.92,202010,64.6
10645,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-10-01,202010,SAT.,2050.6,5,202010,0.92,202010,64.6
10646,SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-10-01,202010,SAT.,703.0,5,202010,0.92,202010,64.6
10647,BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-10-01,202010,SUN.,435.5,4,202010,0.92,202010,64.6
10648,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-10-01,202010,SUN.,1764.0,4,202010,0.92,202010,64.6
10649,SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-10-01,202010,SUN.,546.75,4,202010,0.92,202010,64.6
10650,BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-10-01,202010,WEEKDAY,1570.63636363636,22,202010,0.92,202010,64.6
10651,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-10-01,202010,WEEKDAY,2242.45454545455,22,202010,0.92,202010,64.6
10652,SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-10-01,202010,WEEKDAY,1020.81818181818,22,202010,0.92,202010,64.6
10653,MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-10-01,202010,SAT.,1374.4,5,202010,0.92,202010,64.6
10654,MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-10-01,202010,SUN.,628.75,4,202010,0.92,202010,64.6
10655,MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-10-01,202010,WEEKDAY,456.772727272727,22,202010,0.92,202010,64.6
10656,1,001,1 - FREEPORT ROAD,Ross,Bus,2020-11-01,202011,SAT.,798.75,4,202011,3.29,202011,54.0
10657,2,002,2 - MOUNT ROYAL,Ross,Bus,2020-11-01,202011,SAT.,55.5,4,202011,3.29,202011,54.0
10658,4,004,4 - TROY HILL,Ross,Bus,2020-11-01,202011,SAT.,95.75,4,202011,3.29,202011,54.0
10659,6,006,6 - SPRING HILL,Ross,Bus,2020-11-01,202011,SAT.,261.0,4,202011,3.29,202011,54.0
10660,8,008,8 - PERRYSVILLE,Ross,Bus,2020-11-01,202011,SAT.,847.5,4,202011,3.29,202011,54.0
10661,11,011,11 - FINEVIEW,Ross,Bus,2020-11-01,202011,SAT.,116.25,4,202011,3.29,202011,54.0
10662,12,012,12 - MCKNIGHT,Ross,Bus,2020-11-01,202011,SAT.,767.0,4,202011,3.29,202011,54.0
10663,13,013,13 - BELLEVUE,Ross,Bus,2020-11-01,202011,SAT.,809.5,4,202011,3.29,202011,54.0
10664,14,014,14 - OHIO VALLEY,Ross,Bus,2020-11-01,202011,SAT.,324.5,4,202011,3.29,202011,54.0
10665,15,015,15 - CHARLES,Ross,Bus,2020-11-01,202011,SAT.,366.75,4,202011,3.29,202011,54.0
10666,16,016,16 - BRIGHTON,Ross,Bus,2020-11-01,202011,SAT.,1158.75,4,202011,3.29,202011,54.0
10667,17,017,17 - SHADELAND,Ross,Bus,2020-11-01,202011,SAT.,302.25,4,202011,3.29,202011,54.0
10668,20,020,20 - KENNEDY,Collier,Bus,2020-11-01,202011,SAT.,23.75,4,202011,3.29,202011,54.0
10669,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-11-01,202011,SAT.,692.0,4,202011,3.29,202011,54.0
10670,51,051,51 - CARRICK,West Mifflin,Bus,2020-11-01,202011,SAT.,2812.0,4,202011,3.29,202011,54.0
10671,53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-11-01,202011,SAT.,209.25,4,202011,3.29,202011,54.0
10672,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-11-01,202011,SAT.,1080.0,4,202011,3.29,202011,54.0
10673,55,055,55 - GLASSPORT,West Mifflin,Bus,2020-11-01,202011,SAT.,554.0,4,202011,3.29,202011,54.0
10674,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-11-01,202011,SAT.,402.0,4,202011,3.29,202011,54.0
10675,57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-11-01,202011,SAT.,465.5,4,202011,3.29,202011,54.0
10676,58,058,58 - GREENFIELD,East Liberty,Bus,2020-11-01,202011,SAT.,97.5,4,202011,3.29,202011,54.0
10677,59,059,59 - MON VALLEY,West Mifflin,Bus,2020-11-01,202011,SAT.,1325.0,4,202011,3.29,202011,54.0
10678,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-11-01,202011,SAT.,104.5,4,202011,3.29,202011,54.0
10679,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-11-01,202011,SAT.,1275.75,4,202011,3.29,202011,54.0
10680,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-11-01,202011,SAT.,980.0,4,202011,3.29,202011,54.0
10681,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-11-01,202011,SAT.,1690.5,4,202011,3.29,202011,54.0
10682,61D,061D,61D - MURRAY,West Mifflin,Bus,2020-11-01,202011,SAT.,1244.5,4,202011,3.29,202011,54.0
10683,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-11-01,202011,SAT.,1363.0,4,202011,3.29,202011,54.0
10684,67,067,67 - MONROEVILLE,East Liberty,Bus,2020-11-01,202011,SAT.,406.25,4,202011,3.29,202011,54.0
10685,69,069,69 - TRAFFORD,East Liberty,Bus,2020-11-01,202011,SAT.,176.75,4,202011,3.29,202011,54.0
10686,71A,071A,71A - NEGLEY,East Liberty,Bus,2020-11-01,202011,SAT.,960.5,4,202011,3.29,202011,54.0
10687,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-11-01,202011,SAT.,696.5,4,202011,3.29,202011,54.0
10688,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-11-01,202011,SAT.,1149.25,4,202011,3.29,202011,54.0
10689,71D,071D,71D - HAMILTON,East Liberty,Bus,2020-11-01,202011,SAT.,697.5,4,202011,3.29,202011,54.0
10690,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-11-01,202011,SAT.,215.25,4,202011,3.29,202011,54.0
10691,75,075,75 - ELLSWORTH,East Liberty,Bus,2020-11-01,202011,SAT.,838.25,4,202011,3.29,202011,54.0
10692,77,077,77 - PENN HILLS,East Liberty,Bus,2020-11-01,202011,SAT.,517.5,4,202011,3.29,202011,54.0
10693,79,079,79 - EAST HILLS,East Liberty,Bus,2020-11-01,202011,SAT.,454.0,4,202011,3.29,202011,54.0
10694,81,081,81 - OAK HILL,West Mifflin,Bus,2020-11-01,202011,SAT.,483.75,4,202011,3.29,202011,54.0
10695,82,082,82 - LINCOLN,East Liberty,Bus,2020-11-01,202011,SAT.,1390.25,4,202011,3.29,202011,54.0
10696,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-11-01,202011,SAT.,834.75,4,202011,3.29,202011,54.0
10697,86,086,86 - LIBERTY,East Liberty,Bus,2020-11-01,202011,SAT.,1206.75,4,202011,3.29,202011,54.0
10698,87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-11-01,202011,SAT.,342.25,4,202011,3.29,202011,54.0
10699,88,088,88 - PENN,East Liberty,Bus,2020-11-01,202011,SAT.,545.75,4,202011,3.29,202011,54.0
10700,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-11-01,202011,SAT.,113.5,4,202011,3.29,202011,54.0
10701,91,091,91 - BUTLER STREET,Ross,Bus,2020-11-01,202011,SAT.,924.0,4,202011,3.29,202011,54.0
10702,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2020-11-01,202011,SAT.,47.75,4,202011,3.29,202011,54.0
10703,21,21,21 - CORAOPOLIS,Collier,Bus,2020-11-01,202011,SAT.,383.75,4,202011,3.29,202011,54.0
10704,22,22,22 - MCCOY,Collier,Bus,2020-11-01,202011,SAT.,221.75,4,202011,3.29,202011,54.0
10705,24,24,24 - WEST PARK,Collier,Bus,2020-11-01,202011,SAT.,670.5,4,202011,3.29,202011,54.0
10706,26,26,26 - CHARTIERS,Collier,Bus,2020-11-01,202011,SAT.,298.0,4,202011,3.29,202011,54.0
10707,27,27,27 - FAIRYWOOD,Collier,Bus,2020-11-01,202011,SAT.,388.5,4,202011,3.29,202011,54.0
10708,29,29,29 - ROBINSON,Collier,Bus,2020-11-01,202011,SAT.,38.0,4,202011,3.29,202011,54.0
10709,31,31,31 - BRIDGEVILLE,Collier,Bus,2020-11-01,202011,SAT.,421.25,4,202011,3.29,202011,54.0
10710,36,36,36 - BANKSVILLE,Collier,Bus,2020-11-01,202011,SAT.,15.75,4,202011,3.29,202011,54.0
10711,38,38,38 - GREEN TREE,Collier,Bus,2020-11-01,202011,SAT.,141.75,4,202011,3.29,202011,54.0
10712,39,39,39 - BROOKLINE,Collier,Bus,2020-11-01,202011,SAT.,117.25,4,202011,3.29,202011,54.0
10713,40,40,40 - MOUNT WASHINGTON,Ross,Bus,2020-11-01,202011,SAT.,99.0,4,202011,3.29,202011,54.0
10714,41,41,41 - BOWER HILL,Collier,Bus,2020-11-01,202011,SAT.,261.0,4,202011,3.29,202011,54.0
10715,43,43,43 - BAILEY,Collier,Bus,2020-11-01,202011,SAT.,134.25,4,202011,3.29,202011,54.0
10716,44,44,44 - VIA KNOXVILLE,Collier,Bus,2020-11-01,202011,SAT.,143.75,4,202011,3.29,202011,54.0
10717,48,48,48 - ARLINGTON,Collier,Bus,2020-11-01,202011,SAT.,901.75,4,202011,3.29,202011,54.0
10718,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-11-01,202011,SAT.,510.5,4,202011,3.29,202011,54.0
10719,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-11-01,202011,SAT.,2101.25,4,202011,3.29,202011,54.0
10720,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-11-01,202011,SAT.,399.0,4,202011,3.29,202011,54.0
10721,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-11-01,202011,SAT.,383.0,4,202011,3.29,202011,54.0
10722,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-11-01,202011,SAT.,268.25,4,202011,3.29,202011,54.0
10723,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-11-01,202011,SAT.,363.25,4,202011,3.29,202011,54.0
10724,1,001,1 - FREEPORT ROAD,Ross,Bus,2020-11-01,202011,SUN.,540.166666666667,6,202011,3.29,202011,54.0
10725,2,002,2 - MOUNT ROYAL,Ross,Bus,2020-11-01,202011,SUN.,36.6666666666667,6,202011,3.29,202011,54.0
10726,6,006,6 - SPRING HILL,Ross,Bus,2020-11-01,202011,SUN.,210.5,6,202011,3.29,202011,54.0
10727,8,008,8 - PERRYSVILLE,Ross,Bus,2020-11-01,202011,SUN.,463.5,6,202011,3.29,202011,54.0
10728,11,011,11 - FINEVIEW,Ross,Bus,2020-11-01,202011,SUN.,58.3333333333333,6,202011,3.29,202011,54.0
10729,12,012,12 - MCKNIGHT,Ross,Bus,2020-11-01,202011,SUN.,441.166666666667,6,202011,3.29,202011,54.0
10730,13,013,13 - BELLEVUE,Ross,Bus,2020-11-01,202011,SUN.,377.0,6,202011,3.29,202011,54.0
10731,14,014,14 - OHIO VALLEY,Ross,Bus,2020-11-01,202011,SUN.,178.833333333333,6,202011,3.29,202011,54.0
10732,15,015,15 - CHARLES,Ross,Bus,2020-11-01,202011,SUN.,222.5,6,202011,3.29,202011,54.0
10733,16,016,16 - BRIGHTON,Ross,Bus,2020-11-01,202011,SUN.,719.833333333333,6,202011,3.29,202011,54.0
10734,17,017,17 - SHADELAND,Ross,Bus,2020-11-01,202011,SUN.,256.0,6,202011,3.29,202011,54.0
10735,20,020,20 - KENNEDY,Collier,Bus,2020-11-01,202011,SUN.,25.8333333333333,6,202011,3.29,202011,54.0
10736,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-11-01,202011,SUN.,547.0,6,202011,3.29,202011,54.0
10737,51,051,51 - CARRICK,West Mifflin,Bus,2020-11-01,202011,SUN.,1662.66666666667,6,202011,3.29,202011,54.0
10738,53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-11-01,202011,SUN.,86.1666666666667,6,202011,3.29,202011,54.0
10739,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-11-01,202011,SUN.,464.0,6,202011,3.29,202011,54.0
10740,55,055,55 - GLASSPORT,West Mifflin,Bus,2020-11-01,202011,SUN.,381.333333333333,6,202011,3.29,202011,54.0
10741,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-11-01,202011,SUN.,268.333333333333,6,202011,3.29,202011,54.0
10742,57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-11-01,202011,SUN.,287.0,6,202011,3.29,202011,54.0
